company_id,industry,country,year,ai_adoption_level,ai_investment_usd,automation_rate,cost_savings,revenue_impact,productivity_gain,employee_ai_training_hours,ai_maturity_score,deployment_count
CORP-04701,Education,United States,2028,0.5397,589902,0.2742,145368,-35274,0.2642,89.1,7.28,32
CORP-02698,Financial Services,Sweden,2021,0.4754,8289354,0.4344,3284229,3604161,0.2491,48.0,5.03,17
CORP-02800,Manufacturing,Germany,2026,0.3231,1677558,0.3506,293197,518564,0.3236,62.3,5.02,19
CORP-02644,Technology,India,2027,0.7049,5270818,0.5861,4812816,1879392,0.5172,90.5,6.86,29
CORP-03836,Manufacturing,United States,2034,0.832,5902395,0.8222,1949474,2405625,0.6685,139.8,8.95,44
CORP-04652,Financial Services,China,2027,0.5705,8715955,0.4907,2928116,6086363,0.3499,60.2,7.51,32
CORP-05783,Healthcare,Germany,2034,0.7306,5443597,0.4564,2685143,3277218,0.4832,96.9,8.48,41
CORP-03776,Financial Services,Canada,2024,0.6142,11827924,0.5714,6128149,6064915,0.4998,73.9,6.92,31
CORP-01448,Financial Services,Canada,2032,0.8422,38477883,0.7045,16284540,12557184,0.6866,130.6,8.39,40
CORP-01076,Technology,Canada,2021,0.4527,6906558,0.3396,4612286,1682688,0.3127,51.9,5.28,19
CORP-04569,Energy,Brazil,2024,0.5925,4025672,0.4366,1249223,1186374,0.3861,63.2,5.48,20
CORP-04039,Education,United States,2023,0.5467,1073650,0.3296,253142,362337,0.2968,82.3,5.95,22
CORP-07231,Financial Services,Japan,2031,0.5432,3418394,0.3995,2196999,-937786,0.3953,67.3,7.38,34
CORP-00913,Healthcare,UAE,2035,1.0,5514877,0.5993,2605247,3588756,0.5921,106.5,9.78,49
CORP-03534,Technology,China,2018,0.2408,5846399,0.1325,2257481,2462241,0.1396,34.7,3.31,12
CORP-03020,Manufacturing,China,2025,0.6523,5531029,0.6931,2465832,1282082,0.5531,89.1,6.31,24
CORP-04524,Technology,France,2034,0.6043,5379465,0.5326,3043511,18756882,0.4257,72.3,7.47,42
CORP-02451,Manufacturing,Canada,2018,0.2581,1390593,0.2479,272753,339698,0.2269,50.5,4.53,14
CORP-05376,Retail,Germany,2015,0.3379,1510948,0.2826,537703,359118,0.2571,39.3,4.63,13
CORP-04227,Retail,Germany,2026,0.4381,1942330,0.2898,729477,1283013,0.2232,76.6,5.95,25
CORP-04784,Education,Brazil,2024,0.6321,683994,0.3506,152272,117371,0.3477,64.5,6.29,25
CORP-04243,Education,Germany,2034,0.9409,1466193,0.4897,381649,521535,0.585,137.8,9.76,48
CORP-00042,Financial Services,Brazil,2022,0.4749,3687710,0.4049,1239478,1591886,0.3336,42.6,4.53,16
CORP-01231,Technology,Germany,2032,0.641,3675796,0.4956,3650330,1568448,0.5248,95.4,7.9,38
CORP-03756,Healthcare,India,2021,0.3629,1385894,0.2197,386821,332554,0.269,21.5,5.02,17
CORP-03332,Telecom,United States,2027,0.6867,14023034,0.5566,7605728,6208572,0.4305,135.6,7.97,31
CORP-01120,Retail,United Kingdom,2032,0.7369,1830429,0.5326,754221,864193,0.4695,119.7,8.21,38
CORP-04367,Retail,United Kingdom,2023,0.3954,1786636,0.2584,509677,682223,0.3149,53.1,5.63,20
CORP-05271,Energy,Netherlands,2032,0.5172,3490805,0.5332,1893312,1055633,0.4674,77.6,7.01,34
CORP-07513,Technology,Australia,2032,0.5462,3816088,0.4714,1691913,1687256,0.4368,74.4,7.31,34
CORP-01192,Financial Services,China,2025,0.4119,7536437,0.4157,1516091,2703581,0.3359,63.7,5.18,25
CORP-04988,Technology,China,2015,0.01,1638636,0.0,387151,665802,-0.0486,1.0,2.47,8
CORP-00205,Agriculture,United States,2034,1.0,3558104,0.8612,1412227,1934961,0.8031,164.0,9.83,50
CORP-03171,Technology,United States,2015,0.01,1836487,0.0524,375744,389150,0.1219,1.0,2.45,6
CORP-05149,Technology,Canada,2017,0.101,2124979,0.0876,600869,648222,0.0652,31.1,2.91,11
CORP-02024,Telecom,Sweden,2019,0.0731,1630542,0.0701,217219,-111806,0.0585,5.0,4.18,16
CORP-05627,Agriculture,Australia,2024,0.5299,1087179,0.4394,184791,198438,0.4977,71.2,5.43,21
CORP-02869,Energy,United Kingdom,2016,0.318,4057834,0.372,1327769,573697,0.2404,52.2,4.19,11
CORP-05738,Education,United States,2026,0.4168,728231,0.2052,132194,100965,0.2267,69.1,6.06,24
CORP-01166,Manufacturing,United Kingdom,2032,0.6251,2682300,0.5838,737173,675299,0.5627,92.1,8.27,41
CORP-00414,Energy,Germany,2032,0.565,6312506,0.5605,1433274,3538594,0.5156,85.8,7.34,37
CORP-01453,Technology,China,2032,0.9124,9447337,0.7517,7942642,9577491,0.7288,155.6,8.98,44
CORP-06980,Financial Services,India,2032,0.5492,4338958,0.4506,3005502,2211444,0.3659,64.8,7.64,36
CORP-03416,Technology,France,2031,0.7008,7529121,0.4521,5367683,13775480,0.481,89.6,7.41,38
CORP-06239,Telecom,South Korea,2030,0.6323,10982571,0.4029,3011369,5393905,0.3662,73.8,7.79,34
CORP-04408,Manufacturing,United States,2027,0.8581,4905041,0.9059,2315079,2124297,0.8254,155.7,8.07,33
CORP-02682,Technology,Sweden,2015,0.199,1441296,0.1015,332300,674761,0.1033,18.7,3.91,9
CORP-04023,Energy,Germany,2034,0.7431,6825861,0.6368,2015872,2908283,0.6347,115.6,8.29,40
CORP-00990,Energy,United Kingdom,2020,0.3883,3819940,0.3683,1040928,1180701,0.2089,73.7,5.08,15
CORP-07600,Healthcare,Sweden,2033,0.9487,6987281,0.6193,3723161,2668389,0.6274,147.7,9.51,46
CORP-01983,Logistics,China,2027,0.6692,3040741,0.5975,1303040,1010555,0.5335,105.1,6.67,26
CORP-06467,Manufacturing,United States,2015,0.01,907857,0.0,125959,109536,0.0553,13.9,3.36,13
CORP-07658,Manufacturing,United States,2027,0.5234,5039254,0.5612,1977382,1784286,0.4221,81.0,6.29,27
CORP-02090,Manufacturing,China,2025,0.5168,2568340,0.6062,1521596,665741,0.4465,75.3,6.4,27
CORP-00974,Logistics,United States,2025,0.6023,4686082,0.6178,2238216,-414467,0.4828,109.2,6.81,28
CORP-07509,Healthcare,Brazil,2016,0.3434,1671323,0.1997,293577,546874,0.2181,29.8,3.99,14
CORP-00732,Financial Services,Germany,2015,0.2276,3302200,0.2182,644355,1122005,0.1884,38.8,3.13,9
CORP-04683,Technology,India,2026,0.4806,2769117,0.5155,1604540,-596083,0.385,61.6,5.76,23
CORP-06069,Manufacturing,China,2031,0.8154,5962435,0.7573,1958774,3346814,0.6637,121.5,7.87,35
CORP-05617,Healthcare,China,2034,0.94,4669629,0.632,1934084,3596094,0.5887,158.8,9.49,46
CORP-06938,Retail,China,2018,0.1983,308308,0.2408,154864,47083,0.2109,33.0,3.59,12
CORP-02309,Manufacturing,Australia,2022,0.1668,2073331,0.1329,493861,226459,0.0836,27.9,4.69,16
CORP-00891,Manufacturing,China,2017,0.231,1254904,0.2627,293007,236802,0.2193,30.7,3.89,12
CORP-02797,Energy,United States,2028,0.8892,11144472,0.8089,5167201,8336207,0.6935,152.9,8.43,38
CORP-02453,Financial Services,United States,2027,0.6387,12223567,0.5468,5379526,2592433,0.5421,101.4,7.42,33
CORP-04268,Technology,China,2025,0.2673,4686943,0.2475,1799265,2926836,0.2817,45.8,5.27,21
CORP-00909,Healthcare,United States,2032,0.7841,4056450,0.4963,927316,1816446,0.5277,126.8,8.08,39
CORP-06271,Technology,France,2031,0.7549,14726863,0.5852,8930134,12755572,0.5455,110.1,6.93,31
CORP-00985,Manufacturing,United States,2027,0.5113,4082456,0.5196,2196827,1852906,0.5029,95.5,7.08,28
CORP-03835,Financial Services,Canada,2017,0.0797,4064409,0.1152,1174795,587300,0.0857,21.9,3.86,13
CORP-06171,Technology,Sweden,2019,0.3115,5737213,0.249,2392793,4145892,0.1896,37.8,4.81,14
CORP-01871,Financial Services,Sweden,2017,0.01,1624384,0.0103,335831,259809,0.0616,7.0,3.11,11
CORP-06851,Healthcare,Sweden,2031,0.8855,8651559,0.5756,2976336,1940861,0.5588,134.4,8.79,42
CORP-07330,Logistics,United States,2026,0.345,3175761,0.3653,651823,910082,0.2913,36.7,5.67,24
CORP-04877,Telecom,Canada,2018,0.2073,3198231,0.1002,685588,477355,0.07,11.4,3.55,11
CORP-00367,Technology,United Kingdom,2016,0.0308,2500868,0.0078,601793,206782,0.0261,1.0,2.36,8
CORP-04679,Financial Services,Japan,2015,0.0407,837421,0.0771,130280,-25141,0.119,5.2,3.02,7
CORP-04481,Manufacturing,United Kingdom,2030,0.8747,6189759,0.8518,2074229,4266729,0.7553,129.6,8.85,41
CORP-02095,Retail,South Korea,2031,0.6695,1731989,0.5054,727555,818644,0.462,66.6,7.09,35
CORP-00552,Financial Services,United States,2023,0.396,15135951,0.3323,3177301,6101525,0.3032,68.9,5.72,20
CORP-03606,Financial Services,United States,2019,0.4145,8564797,0.4091,3105070,5629697,0.2466,88.9,5.23,16
CORP-00085,Manufacturing,Germany,2019,0.4289,2408953,0.4481,742149,362817,0.3921,66.3,4.57,17
CORP-03609,Telecom,China,2019,0.1675,4015945,0.1144,578411,1344453,0.1473,5.3,4.01,16
CORP-02814,Energy,Singapore,2020,0.3019,3672663,0.2688,834443,-134526,0.2526,30.5,4.59,14
CORP-01060,Technology,United States,2034,0.9138,19438255,0.6578,18618246,12330691,0.6806,157.6,9.62,48
CORP-05408,Manufacturing,China,2020,0.206,2751533,0.2039,519556,282031,0.1945,23.8,3.42,10
CORP-00362,Manufacturing,India,2031,1.0,3652257,0.8769,1113035,2518630,0.7473,129.5,9.62,45
CORP-07314,Healthcare,United States,2022,0.4833,4996306,0.3782,1441524,1287416,0.2736,72.4,5.79,20
CORP-04220,Logistics,China,2027,0.3194,2535652,0.3129,757823,990091,0.2495,29.9,5.74,25
CORP-05673,Energy,Brazil,2035,0.8342,5195215,0.727,4098769,3502300,0.5479,81.6,7.71,42
CORP-04421,Retail,United States,2034,1.0,4465218,0.7671,2159251,3382486,0.7353,185.3,10.0,50
CORP-07923,Logistics,South Korea,2019,0.3712,1389371,0.3911,579438,281884,0.2762,33.5,4.76,16
CORP-04338,Healthcare,China,2025,0.5347,5260764,0.3526,1705883,1496924,0.3615,64.2,6.24,26
CORP-06619,Retail,United States,2019,0.2218,976391,0.1554,208736,145681,0.1632,41.5,4.92,15
CORP-05726,Logistics,South Korea,2020,0.1928,1182769,0.1536,207753,242350,0.0824,29.6,4.02,16
CORP-05499,Healthcare,United Kingdom,2032,0.7344,8180505,0.5419,3046947,5239928,0.5154,113.3,8.15,41
CORP-05928,Retail,China,2024,0.5184,4684414,0.3603,1103394,1495866,0.4106,77.7,6.06,22
CORP-07660,Retail,United States,2022,0.4412,1916798,0.3441,894343,1283418,0.2726,56.0,5.61,22
CORP-06815,Agriculture,United States,2023,0.4733,1119768,0.3067,189892,274047,0.3139,80.4,5.48,20
CORP-07912,Financial Services,United States,2021,0.0832,3568343,0.0699,681561,379355,0.0766,18.7,4.16,18
CORP-06258,Manufacturing,Australia,2017,0.2139,1474762,0.2888,309748,196729,0.2263,31.8,3.57,10
CORP-03533,Telecom,United States,2022,0.5677,5270293,0.4915,1064619,-446941,0.4707,103.5,6.41,24
CORP-01111,Manufacturing,Singapore,2030,0.8393,6619131,0.7953,2362267,1657764,0.7115,124.3,7.69,37
CORP-00500,Manufacturing,Germany,2021,0.0236,765287,0.0386,241006,69018,-0.0463,1.0,3.71,14
CORP-07659,Technology,Netherlands,2023,0.6396,8548777,0.5317,5929505,3722778,0.4372,84.8,7.03,26
CORP-00266,Manufacturing,United States,2016,0.308,2432880,0.3018,495302,509335,0.2484,46.0,4.21,14
CORP-03613,Healthcare,Japan,2022,0.1857,2072657,0.1579,552666,148684,0.1119,29.6,4.3,16
CORP-01707,Telecom,Netherlands,2018,0.4823,4152197,0.3019,1892637,2131011,0.3086,62.2,5.12,15
CORP-00645,Technology,Sweden,2033,0.8008,7067080,0.6704,9714638,9563792,0.5751,115.1,8.92,48
CORP-02606,Manufacturing,China,2034,0.8348,6396364,0.8241,2548109,2437330,0.7506,141.3,8.63,43
CORP-03647,Technology,China,2019,0.499,6402457,0.3377,2247693,2651219,0.3099,71.3,5.43,19
CORP-03172,Technology,France,2017,0.4756,5164333,0.3995,4226560,817541,0.3464,61.3,4.69,15
CORP-05137,Telecom,India,2034,0.9537,6262796,0.7805,1711509,3186470,0.6864,132.9,9.73,50
CORP-06564,Retail,China,2031,0.5989,2586449,0.5031,901432,1869869,0.4395,93.2,7.44,36
CORP-06316,Manufacturing,United States,2035,0.8811,9051132,0.8391,5704692,3627033,0.7635,146.5,9.46,47
CORP-04175,Technology,China,2017,0.0216,1525807,0.0,344156,-68015,0.0395,1.0,3.59,12
CORP-01920,Retail,United Kingdom,2026,0.4453,2177212,0.3064,865363,446393,0.3285,102.9,6.13,25
CORP-03282,Manufacturing,United States,2032,0.8,5295648,0.8502,1623595,3211966,0.6394,144.8,8.25,42
CORP-03819,Retail,Brazil,2016,0.1826,758751,0.0914,135078,83882,0.0389,34.8,3.25,10
CORP-04385,Telecom,China,2017,0.2611,3406742,0.2295,1029946,1384469,0.1617,36.1,4.42,14
CORP-02068,Telecom,France,2022,0.9016,6951626,0.7062,2502402,3279144,0.6499,116.1,7.56,28
CORP-02240,Manufacturing,United States,2033,0.8864,8716025,0.9078,3150206,2747119,0.7199,141.0,9.07,45
CORP-00680,Logistics,United States,2020,0.6122,6401084,0.6713,2200759,2649697,0.5196,117.2,6.16,23
CORP-00382,Healthcare,Canada,2020,0.2506,1853204,0.2588,685137,306039,0.2839,37.8,5.17,19
CORP-00271,Healthcare,China,2023,0.2756,2336079,0.2193,540646,584097,0.2061,41.3,4.51,19
CORP-06470,Healthcare,China,2015,0.2344,2494133,0.1399,704292,463478,0.153,37.6,3.15,10
CORP-04741,Financial Services,United Kingdom,2033,0.8265,13225707,0.7101,5388806,7812720,0.6103,147.9,8.43,41
CORP-06798,Energy,Japan,2029,0.958,7499008,0.846,4464492,3196464,0.743,117.1,8.52,39
CORP-03332,Technology,China,2018,0.0714,3165292,0.0548,1308767,659208,0.0538,1.0,3.34,11
CORP-07559,Energy,Brazil,2028,0.785,3728544,0.7277,1718346,1041661,0.5874,69.5,7.24,30
CORP-07631,Agriculture,United States,2026,0.4716,1297595,0.4214,316760,516224,0.3502,80.4,6.52,26
CORP-07399,Manufacturing,United States,2020,0.6551,4964257,0.6899,1953110,1661672,0.611,101.3,6.72,23
CORP-00429,Financial Services,France,2017,0.3549,4480831,0.3266,1159590,1137388,0.2535,35.9,4.78,15
CORP-05509,Manufacturing,India,2024,0.6721,2955457,0.5861,1248265,1090666,0.4838,64.7,5.85,22
CORP-00519,Financial Services,India,2033,0.8449,8686138,0.7022,4592541,4276846,0.6388,100.0,8.59,42
CORP-04786,Financial Services,France,2031,0.7665,6966287,0.6238,2498618,3729214,0.554,101.5,7.87,36
CORP-02869,Energy,China,2028,0.9625,8952191,0.9144,6399471,5250107,0.8133,133.5,8.97,38
CORP-03414,Financial Services,Germany,2019,0.3999,7209115,0.3824,2491643,1646453,0.2811,51.3,5.41,16
CORP-05943,Telecom,United States,2034,0.6916,7364291,0.5783,4616343,3121201,0.5341,119.5,7.65,37
CORP-05299,Financial Services,United States,2018,0.433,9084099,0.3617,1827541,2709561,0.4128,76.4,5.53,17
CORP-05875,Healthcare,China,2018,0.4213,4763253,0.3296,1647068,3168808,0.3706,52.0,4.19,12
CORP-01047,Technology,France,2028,0.9252,10872945,0.7044,12772956,5761553,0.7055,118.4,8.83,37
CORP-03145,Technology,United States,2026,0.6797,9839316,0.5596,7069720,12792554,0.5585,120.4,7.14,30
CORP-05528,Retail,United States,2024,0.337,2465210,0.2399,860113,852418,0.2203,63.2,5.49,19
CORP-02982,Financial Services,United States,2022,0.5161,13720330,0.4247,5078975,2778375,0.4172,91.5,6.54,23
CORP-00208,Retail,China,2035,0.8845,5237635,0.6599,2052873,6747824,0.6247,133.0,9.15,48
CORP-03938,Retail,China,2027,0.6666,3890132,0.5292,1729548,1759637,0.5262,92.0,7.72,30
CORP-07001,Healthcare,Germany,2033,0.7503,4862792,0.5894,1154002,4466645,0.5438,92.4,9.11,44
CORP-00278,Technology,Sweden,2035,0.8031,7453343,0.6496,3778491,7350345,0.5984,118.7,9.18,47
CORP-00579,Technology,United States,2022,0.3621,7452072,0.2133,2810040,1106974,0.1996,51.5,5.74,22
CORP-01127,Technology,United States,2017,0.4435,12553975,0.384,9216242,11621332,0.3093,94.1,4.9,14
CORP-04363,Healthcare,United States,2018,0.6171,3606975,0.4395,1154916,1478779,0.3893,106.0,5.3,16
CORP-07175,Technology,France,2019,0.4254,3957979,0.2481,970466,4457564,0.2942,56.4,4.88,16
CORP-03306,Healthcare,United States,2026,0.3899,4789409,0.2881,1033981,2111116,0.2289,56.3,5.99,25
CORP-05325,Logistics,Netherlands,2018,0.2808,1129445,0.2615,308780,242699,0.1918,35.2,4.62,13
CORP-04751,Healthcare,United States,2017,0.3739,3146138,0.2155,1020062,576917,0.2778,54.6,4.39,16
CORP-05719,Healthcare,United States,2033,0.7346,12784940,0.5303,3443777,2855141,0.4468,130.4,8.51,41
CORP-03958,Agriculture,United Kingdom,2030,0.8889,1709192,0.7199,491829,730927,0.6376,148.4,8.69,40
CORP-01128,Financial Services,South Korea,2022,0.3341,7045428,0.2714,2028516,4191314,0.2672,37.5,4.73,16
CORP-00105,Manufacturing,United States,2021,0.3427,4813812,0.3642,1136146,1007529,0.3032,66.7,4.71,16
CORP-07850,Telecom,China,2032,0.7926,7161864,0.6181,2469524,7443135,0.6459,100.3,8.18,40
CORP-03259,Technology,China,2027,0.6489,5617943,0.4906,3131647,7042115,0.4724,95.0,7.09,32
CORP-01826,Retail,China,2030,0.4814,1035126,0.4004,305426,437531,0.3396,72.7,6.38,27
CORP-00642,Agriculture,United States,2028,0.6354,891554,0.5702,211169,231973,0.5619,110.5,7.12,31
CORP-05057,Energy,Sweden,2030,0.5822,6354720,0.5485,1738602,1124961,0.4037,99.2,6.98,31
CORP-05238,Logistics,Australia,2019,0.1906,1365317,0.2158,235428,333904,0.1317,22.6,4.3,16
CORP-03027,Financial Services,Singapore,2019,0.3491,8409330,0.2902,3745664,2070210,0.259,35.4,4.2,14
CORP-01527,Financial Services,China,2027,0.5321,18237185,0.4745,4433058,12200320,0.4399,84.3,6.36,29
CORP-03689,Manufacturing,China,2028,0.6721,3625917,0.656,1581666,1602543,0.678,107.2,7.5,32
CORP-01222,Retail,China,2028,0.7747,2228244,0.56,1136830,1238504,0.5169,89.0,8.04,37
CORP-07674,Energy,United States,2026,0.4091,9052853,0.3903,5596779,2156953,0.2968,50.0,6.16,27
CORP-01075,Healthcare,Germany,2018,0.4016,3439617,0.2497,710189,987183,0.2839,49.4,5.09,15
CORP-05877,Telecom,Japan,2019,0.2032,3129060,0.1637,868397,988516,0.1737,27.0,3.8,14
CORP-03064,Manufacturing,United States,2019,0.6213,3208293,0.6798,1357400,1167348,0.5956,115.7,6.52,20
CORP-07922,Manufacturing,United States,2015,0.3093,4092421,0.3586,952841,1403088,0.3323,48.2,3.88,11
CORP-06600,Manufacturing,United Kingdom,2018,0.412,4609264,0.3781,571022,1157266,0.3097,62.2,5.03,15
CORP-06822,Telecom,Canada,2015,0.3147,2922725,0.2663,867145,865020,0.134,41.3,3.9,10
CORP-00782,Technology,Japan,2018,0.097,1843869,0.1166,771898,479605,0.1052,27.4,3.38,10
CORP-02322,Manufacturing,China,2019,0.39,6047540,0.3876,1422357,1785660,0.333,52.8,4.31,13
CORP-07829,Logistics,Singapore,2032,0.665,5958050,0.65,2634876,3225714,0.5941,86.6,7.84,37
CORP-02065,Energy,Japan,2030,0.5259,7316439,0.4094,3360339,-1112704,0.3515,77.3,6.89,33
CORP-07327,Technology,United Kingdom,2020,0.2653,2968160,0.2228,1732377,534376,0.22,29.1,4.44,15
CORP-05093,Logistics,United States,2015,0.0188,1361140,0.1009,302236,74228,0.0747,15.6,3.09,8
CORP-03423,Technology,China,2029,0.506,5424694,0.4096,1737056,2602787,0.347,79.3,6.99,32
CORP-01438,Manufacturing,Japan,2023,0.287,1222960,0.2683,239508,347840,0.2187,39.8,4.7,17
CORP-06100,Manufacturing,Japan,2030,0.6743,3639222,0.5934,1067074,1653182,0.518,97.5,6.5,29
CORP-04737,Manufacturing,United States,2021,0.4196,2705417,0.4816,495126,949004,0.3495,75.3,5.95,20
CORP-04292,Logistics,China,2033,0.8214,3700281,0.8633,2070352,1938598,0.7087,120.0,7.98,44
CORP-06552,Financial Services,France,2023,0.3684,5439881,0.2799,1355951,2171619,0.2548,51.2,5.39,21
CORP-04880,Financial Services,Germany,2021,0.4081,6071459,0.4196,1579496,1666100,0.3826,76.6,4.94,17
CORP-04396,Logistics,China,2016,0.3738,2418359,0.3208,412475,573054,0.2626,54.3,4.42,12
CORP-07260,Retail,China,2025,0.5768,1842029,0.3868,686033,459832,0.3501,79.3,6.47,26
CORP-04640,Telecom,United States,2026,0.5997,14356597,0.4966,3632467,6418043,0.5067,106.8,6.91,27
CORP-01735,Manufacturing,United States,2015,0.3102,4336622,0.3633,1277136,970283,0.2739,51.5,4.38,13
CORP-06346,Technology,United States,2028,0.5924,8395341,0.4876,5679211,-2977100,0.4011,93.5,7.18,31
CORP-00276,Telecom,Australia,2032,1.0,6093800,0.7431,3350238,4943959,0.7173,137.7,9.34,45
CORP-04525,Education,France,2035,0.8035,1617816,0.4337,411930,689516,0.4766,123.6,8.96,46
CORP-03022,Technology,China,2029,0.7842,9882040,0.6269,5606380,16976656,0.6109,107.4,7.67,35
CORP-00113,Manufacturing,Germany,2021,0.2682,2816945,0.3412,716771,314094,0.234,51.5,4.75,20
CORP-00580,Manufacturing,India,2015,0.2785,2072925,0.3267,406355,652611,0.2823,26.2,3.89,9
CORP-07968,Manufacturing,United Kingdom,2033,0.8886,8500633,0.9096,2944102,3817626,0.7493,133.2,8.75,42
CORP-00153,Retail,Sweden,2031,0.8553,4105458,0.5566,3397463,1569213,0.5792,134.1,8.72,40
CORP-06372,Technology,India,2031,0.5816,2391067,0.4535,1644662,3875327,0.4543,67.6,6.83,30
CORP-07563,Financial Services,South Korea,2016,0.1562,2809420,0.1665,608956,494453,0.1554,19.6,3.51,9
CORP-07448,Financial Services,United States,2023,0.5975,6933961,0.5652,3824302,5092142,0.4744,110.1,6.1,24
CORP-02993,Technology,India,2026,0.3582,3173483,0.2413,1263623,4232351,0.2829,48.4,5.61,21
CORP-01290,Technology,India,2023,0.3311,2969869,0.3015,2197399,2308340,0.2755,37.3,5.14,17
CORP-02187,Healthcare,Australia,2028,0.6265,5123706,0.3338,1960676,2053861,0.3444,80.1,6.05,25
CORP-03710,Manufacturing,Canada,2020,0.3931,4596346,0.4404,1119949,1065177,0.3457,52.8,4.07,13
CORP-07265,Financial Services,China,2027,0.8695,15612011,0.7613,7309052,5551121,0.6289,107.7,7.85,32
CORP-03008,Financial Services,South Korea,2030,0.8436,7246193,0.7009,3734241,4224133,0.5907,123.2,8.02,36
CORP-00995,Technology,Japan,2018,0.2277,2783547,0.1956,1202657,1505995,0.2139,29.8,3.85,11
CORP-02648,Manufacturing,United Kingdom,2019,0.5508,4194848,0.5356,1722863,1174952,0.4315,92.1,5.75,18
CORP-05904,Retail,Canada,2029,0.6968,3683773,0.5322,1950116,1320408,0.5283,100.5,7.25,31
CORP-03775,Retail,India,2035,0.7591,1735290,0.5282,883803,1952751,0.4761,76.6,8.57,42
CORP-01197,Energy,Japan,2027,0.7852,8106963,0.7145,2980319,4107322,0.668,100.2,7.21,29
CORP-03136,Healthcare,United States,2031,1.0,12391159,0.6454,3386624,4389740,0.6495,180.8,9.39,43
CORP-02059,Healthcare,China,2026,0.8203,3402619,0.5632,1478056,3056760,0.5952,125.5,7.66,31
CORP-07187,Technology,United States,2016,0.2903,5409805,0.2142,2088318,1130042,0.241,42.0,4.27,12
CORP-00914,Financial Services,India,2033,0.7682,6882551,0.6953,3248567,3873514,0.6292,99.4,7.85,38
CORP-01172,Healthcare,China,2020,0.3827,1708379,0.2214,672257,416878,0.2459,56.8,5.25,17
CORP-04406,Manufacturing,South Korea,2026,0.6639,5342117,0.6091,3094236,3543333,0.4857,84.2,6.57,29
